ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7,173,30656,5,,526,15,58,4,0
6,175,25258,8,263,377,16,,6,0
,190,20278,7,,315,10,47,5,1
6,172,16431,7,388,419,12,86,3,1
8,239,15327,9,373,425,18,,4,1
6,173,19617,7,322,392,18,46,3,1
7,200,26297,7,354,398,22,52,4,1
7,153,20390,3,331,460,15,70,4,1
6,111,15414,7,348,278,13,74,4,1
8,192,38468,7,291,449,13,59,4,1
,233,36640,10,435,338,17,61,5,1
5,143,729,8,,497,15,60,4,1
9,227,34354,6,231,422,16,93,4,1
6,152,12357,8,342,471,16,58,4,1
6,195,19331,9,343,426,17,85,4,1
9,247,27960,6,309,434,21,44,4,1
7,211,17507,7,302,304,13,64,3,1
6,209,12150,9,,325,13,33,2,1
8,222,40484,6,302,564,12,52,5,1
7,239,14708,9,451,366,15,53,3,1
5,134,22520,8,403,372,11,69,3,1
6,160,21533,8,272,510,11,100,3,1
6,154,14575,8,,388,14,76,3,1
,160,26562,7,322,373,11,57,5,1
7,210,24910,7,,502,16,76,4,1
,161,13943,8,381,344,15,76,4,1
7,226,17679,7,378,527,14,88,5,1
6,152,25420,8,313,494,15,77,3,1
7,211,20003,7,,525,14,50,4,1
4,144,17384,9,,402,14,56,3,1
7,175,21607,7,309,658,9,69,4,1
7,233,22604,7,368,412,17,63,4,1
,177,19486,8,412,277,17,34,4,1
7,197,22528,5,400,422,16,48,5,1
9,245,14255,7,316,501,18,57,3,1
,113,9944,6,354,415,20,23,4,1
8,243,12716,5,371,562,15,62,4,1
,158,13712,6,,290,13,60,5,1
7,158,31177,7,,532,11,60,4,1
6,159,27284,7,329,318,14,36,3,1
7,232,26421,10,418,443,16,61,3,1
5,153,20117,9,391,418,12,68,4,1
6,184,40848,7,332,563,22,59,4,1
,232,15873,6,313,366,10,60,5,1
6,156,15671,8,,572,18,74,2,1
5,154,23028,8,423,490,18,70,5,1
6,186,37283,8,,411,16,85,3,1
6,167,16364,8,312,373,22,91,3,1
8,194,20512,7,,395,14,39,5,1
6,200,25366,9,,526,11,54,5,1
6,180,7991,6,377,387,15,75,6,1
,180,47591,8,,549,14,58,4,1
7,196,39251,8,317,488,15,42,4,1
7,213,19236,8,,424,13,50,4,1
6,186,17258,7,330,326,12,48,4,1
6,161,13887,8,367,450,19,64,2,1
6,208,23347,9,,337,14,,4,1
6,190,14642,10,399,449,17,74,5,1
,161,23469,8,,449,14,70,4,1
7,197,26678,7,270,376,13,70,4,1
8,205,17796,7,307,371,17,33,4,1
9,264,38413,8,275,437,18,75,5,1
8,225,6880,8,419,361,12,73,4,1
7,149,15931,7,276,368,15,63,5,1
8,191,16472,7,,355,15,63,2,1
8,244,30567,8,308,310,23,62,3,1
9,236,12855,6,276,330,13,56,4,1
7,217,18980,8,359,385,14,53,4,1
5,114,32858,7,365,533,16,46,5,1
5,153,22778,7,,523,16,86,2,1
5,112,11289,6,389,315,13,81,5,1
5,159,38633,8,376,448,17,59,3,1
9,225,21380,5,228,432,16,52,4,1
7,219,26012,6,395,483,20,47,4,1
8,262,21293,7,350,539,18,72,4,1
7,189,32874,7,334,337,15,68,5,1
,208,17835,9,351,278,10,52,6,1
7,190,20666,7,,485,10,87,3,1
9,187,13688,6,254,393,12,53,3,1
10,254,12491,6,291,576,12,81,3,1
5,186,36026,10,343,348,14,,4,1
6,208,36874,8,405,511,14,85,4,1
9,229,33013,8,,329,17,,4,1
7,178,27469,6,314,401,14,87,4,1
8,215,27173,6,253,490,12,65,3,1
,222,18407,8,,395,9,80,4,1
6,186,25927,8,322,491,11,52,5,1
6,210,37923,7,,217,12,40,5,1
5,170,30302,7,413,386,17,70,3,1
9,206,15189,3,284,406,19,66,2,1
7,163,14230,7,324,442,10,90,4,1
4,135,29345,8,351,402,12,84,4,1
8,217,23557,6,334,451,9,40,3,1
8,220,14444,8,300,339,18,67,4,1
5,146,14905,10,393,459,10,52,5,1
5,152,24791,6,389,308,13,52,4,1
7,170,20169,5,378,513,16,65,5,1
5,167,19806,8,426,352,15,69,5,1
10,226,30740,7,,278,14,69,5,1
7,177,18543,7,278,428,15,86,5,1
,241,22657,7,,316,16,46,4,1
,182,22665,7,,522,11,76,3,1
8,208,20109,6,236,528,14,75,5,1
8,230,15078,7,,447,12,78,4,1
,115,13678,10,442,524,11,71,3,1
7,250,22431,8,,463,8,80,5,1
7,181,15433,7,326,481,20,62,4,1
,257,13766,5,290,385,18,58,4,1
7,180,30722,7,285,393,8,63,3,1
7,179,31461,8,303,415,19,,3,1
8,196,28327,5,281,589,18,71,5,1
9,279,21963,8,334,386,9,,6,1
7,235,31409,7,284,429,22,87,5,1
,168,26149,9,424,445,11,52,4,1
10,270,10194,8,298,580,13,51,3,1
7,184,41408,6,,398,13,69,3,1
7,242,7764,8,441,488,18,45,4,1
9,205,13121,7,263,399,19,68,4,1
6,237,26188,9,329,471,16,69,3,1
6,227,16174,8,411,356,10,82,5,1
6,192,19240,9,400,459,10,52,4,1
7,170,14053,8,,544,14,77,3,1
7,198,35274,5,300,448,12,63,4,1
7,196,22445,7,,484,12,58,5,1
5,148,39660,8,,499,15,84,3,1
9,228,29706,6,257,518,16,53,4,1
8,220,23978,7,360,462,13,103,5,1
9,274,38886,8,244,505,16,62,4,1
7,203,12353,7,381,436,15,68,4,1
8,249,13395,8,393,444,11,77,4,1
7,202,14111,9,341,291,16,64,4,1
7,217,32157,9,344,526,20,61,4,1
7,197,29772,6,,322,14,51,5,1
8,211,26952,8,,638,14,69,3,1
8,225,14813,8,357,341,15,56,3,1
6,182,31321,8,319,498,11,81,2,1
8,270,15762,8,,491,7,79,3,1
7,182,16829,7,356,435,17,69,4,1
,208,23495,6,275,465,6,57,3,1
7,180,21315,6,,436,12,79,4,1
,195,40612,7,290,518,16,72,3,1
6,167,12215,8,376,353,20,67,3,1
5,137,15041,8,410,455,14,72,4,1
,192,25796,6,319,509,14,84,4,1
8,195,27415,5,232,530,12,70,4,1
,203,17506,7,311,429,18,79,4,1
5,182,19015,9,447,390,11,64,4,1
7,207,17948,7,,602,12,58,4,1
7,213,16680,5,367,359,6,47,5,1
7,260,26731,8,361,376,18,101,3,1
,155,30037,6,252,312,14,78,4,1
,226,18465,6,359,367,10,61,3,1
6,201,21021,10,391,437,15,67,4,1
7,199,17181,7,388,357,17,76,4,1
9,317,24498,8,357,477,12,69,5,1
7,169,17177,6,331,405,11,52,4,1
6,183,27418,10,379,597,12,79,4,1
9,264,15380,6,355,562,22,62,4,1
9,267,9929,6,352,543,11,66,5,1
4,186,9976,11,,308,10,64,5,1
7,210,16702,7,321,405,19,92,4,1
14,188,13476,7,,411,15,74,4,0
7,199,13163,6,351,437,19,53,2,0
,176,26003,8,358,336,14,90,4,0
7,167,18622,7,353,334,13,48,4,0
6,191,14783,6,,528,19,70,5,0
,231,15630,7,298,406,12,50,4,0
8,176,12630,7,,452,18,102,4,0
6,178,25591,7,,445,9,71,3,0
11,147,27672,7,,377,17,85,3,0
10,114,27913,9,340,490,9,65,4,0
4,226,27163,7,326,446,17,43,4,0
4,201,13122,7,375,403,23,76,4,0
4,254,40627,8,265,433,19,62,3,0
5,194,31796,8,327,431,12,56,4,0
8,205,19945,6,,517,14,55,4,0
8,174,31017,8,270,438,9,52,4,0
8,199,28920,7,304,429,15,84,2,0
7,189,20082,7,369,368,15,101,4,0
,206,8668,6,354,600,21,56,4,0
7,228,13902,6,282,403,18,67,4,0
9,258,11595,6,,344,15,76,4,0
8,237,13159,5,,548,17,74,5,0
4,210,32822,7,,354,15,59,4,0
4,196,45050,9,324,493,9,85,5,0
4,178,27179,6,,365,12,74,3,0
6,233,16488,6,294,386,19,77,5,0
9,225,25825,7,302,504,17,59,5,0
13,153,18465,7,335,451,17,86,3,0
,185,20858,6,323,396,18,66,4,0
8,221,13742,6,288,461,13,67,5,0
,221,7460,5,,320,13,41,4,0
1,228,12937,6,320,495,12,61,5,0
7,183,32038,7,377,326,14,70,4,0
11,167,12887,8,,590,16,,4,0
7,245,23899,7,274,331,9,47,4,0
9,222,16545,6,,411,16,67,4,0
,162,11582,7,,394,11,79,4,0
4,192,30593,7,327,544,11,73,4,0
7,243,321,5,336,361,20,87,3,0
3,191,28760,8,,424,13,58,4,0
,240,12318,6,259,482,15,79,5,0
8,231,17445,6,,389,14,96,3,0
8,166,17182,7,383,364,19,76,3,0
10,195,19946,7,301,382,14,78,4,0
5,119,33892,8,407,325,17,73,4,0
4,228,24200,7,,292,19,62,5,0
,193,13853,7,359,480,10,,4,0
6,230,27435,7,277,596,15,68,4,0
6,184,34920,7,344,282,15,63,4,0
6,223,24436,6,306,284,15,40,4,0
6,211,39430,8,349,390,13,85,4,0
7,210,15422,7,294,397,16,67,4,0
8,201,26473,7,,432,14,33,4,0
8,191,9138,5,330,577,17,65,6,0
9,181,26062,9,327,379,18,48,5,0
7,163,8241,7,403,601,18,55,5,0
8,203,11174,6,395,338,16,48,4,0
12,175,19359,6,332,366,18,38,5,0
7,196,25367,7,312,435,12,76,5,0
8,211,11234,6,361,525,15,63,4,0
1,221,31145,8,334,439,21,,3,0
8,225,8130,6,309,379,17,64,4,0
10,119,38781,9,380,512,15,59,3,0
10,212,13630,7,297,468,17,73,3,0
3,260,39233,8,303,403,11,69,4,0
,201,29514,8,348,476,20,,3,0
7,206,18844,7,363,556,8,67,4,0
7,220,26598,7,334,380,13,99,4,0
,178,35044,8,357,382,18,71,4,0
6,183,38976,8,,532,16,47,5,0
6,217,19324,6,283,358,15,42,4,0
6,162,23567,8,373,388,14,75,4,0
4,173,24028,8,391,445,20,60,4,0
4,229,26099,7,282,509,16,67,4,0
7,224,23565,8,280,487,9,69,3,0
11,178,25703,8,312,383,17,43,4,0
7,198,35884,7,,470,11,58,4,0
11,196,14158,7,312,358,19,82,3,0
6,196,43111,7,282,326,15,51,5,0
,184,20461,7,333,356,20,67,5,0
6,182,17909,8,,547,15,82,3,0
8,197,24789,7,331,373,12,14,5,0
6,187,32652,8,314,463,14,60,5,0
9,217,22971,7,,265,17,47,4,0
,163,26281,9,370,404,12,,5,0
7,178,13129,7,367,394,16,54,4,0
5,187,32808,7,294,393,11,85,4,0
,203,31606,6,,381,13,67,5,0
5,166,22939,8,353,324,14,79,4,0
9,210,11644,7,326,510,11,68,3,0
,185,16110,6,356,387,11,38,3,0
4,195,22186,7,378,356,15,62,4,0
6,190,26138,9,362,434,16,89,4,0
,155,22912,8,410,425,16,85,5,0
9,217,3413,6,338,616,15,83,3,0
5,195,44260,8,,461,18,79,4,0
9,194,13319,6,323,317,17,61,4,0
9,223,14450,7,294,433,9,68,3,0
6,140,20473,7,358,488,16,53,6,0
,171,20412,7,367,354,16,63,4,0
5,171,41453,9,362,378,16,61,4,0
6,192,35899,8,379,308,13,60,4,0
11,162,18847,7,,594,15,61,4,0
4,189,22330,7,325,307,16,83,4,0
8,198,23602,7,,395,15,79,4,0
7,177,12839,6,394,447,16,104,3,0
7,169,17376,9,394,373,15,81,4,0
6,181,33245,8,365,393,20,50,3,0
5,251,15974,6,277,335,16,44,4,0
4,256,28612,7,291,442,9,71,4,0
,254,9959,4,,365,11,59,3,0
8,196,13939,7,346,423,17,89,3,0
6,222,18439,7,317,444,19,54,4,0
8,167,18446,7,,453,13,77,4,0
9,191,11705,7,381,386,16,86,4,0
8,170,23254,8,329,398,16,67,4,0
9,175,25565,8,,372,15,47,4,0
,188,28792,8,382,422,11,63,3,0
4,219,23535,6,353,421,19,59,5,0
4,230,16893,7,324,457,10,47,5,0
6,202,15328,7,329,281,20,55,4,0
4,187,23103,7,,351,10,67,4,0
5,180,32741,8,328,389,14,,3,0
7,199,15911,8,342,438,15,39,4,0
,196,18592,7,322,553,16,81,5,0
3,198,45149,8,325,427,16,55,4,0
4,194,27768,7,330,556,23,81,5,0
6,204,30000,7,311,367,14,66,4,0
,205,16034,7,397,459,20,70,5,0
10,166,15825,6,361,376,14,52,3,0
9,200,28274,7,,454,13,64,3,0
5,199,27175,7,371,312,14,,4,0
7,208,24359,7,314,477,16,75,5,0
6,265,29860,7,,530,16,30,4,0
8,229,22161,7,,545,16,91,4,0
6,172,23513,8,364,452,16,95,4,0
8,194,14610,7,332,469,11,67,4,0
8,210,22619,8,,362,15,70,4,0
10,207,13181,6,,427,14,75,4,0
,191,14065,7,361,400,11,36,4,0
9,149,27180,8,,399,17,58,4,0
10,196,11352,6,366,324,13,37,5,0
5,209,29307,6,304,456,11,111,5,0
7,154,21103,8,376,450,15,71,4,0
8,136,26485,8,427,471,15,51,4,0
,215,19910,7,299,371,11,85,5,0
0,215,49457,8,,583,8,78,5,0
8,177,18003,7,,498,10,56,3,0
6,154,24316,8,367,295,13,91,3,0
11,186,12253,8,325,261,10,68,5,0
,201,40581,7,264,283,15,59,4,0
9,202,13750,7,322,512,12,44,4,0
12,204,15102,8,,447,22,62,3,0
10,163,21820,8,356,561,14,56,5,0
,196,21919,7,360,402,14,78,4,0
5,245,27734,7,239,464,13,56,3,0
8,180,30308,7,329,355,13,66,4,0
7,203,23158,6,302,302,18,42,4,0
9,155,15901,7,419,445,15,50,3,0
5,175,28697,9,317,481,14,52,4,0
5,171,27200,8,376,402,14,82,3,0
9,199,30348,7,,334,14,95,5,0
8,201,12999,7,357,394,11,44,3,0
9,207,10453,6,326,348,14,42,5,0
8,208,30412,8,289,274,19,52,4,0
7,202,18094,8,362,349,9,49,5,0
7,144,33358,7,,409,18,54,2,0
8,184,18609,7,,365,18,1,4,0
9,195,20232,7,332,476,18,53,5,0
7,185,19797,8,387,428,13,62,4,0
5,206,12872,7,366,501,21,77,3,0
,184,32329,8,,453,12,80,5,0
5,192,36436,7,323,384,16,53,4,0
7,232,23936,7,,464,14,78,3,0
5,162,27771,8,318,493,14,77,1,0
6,188,33809,8,341,522,14,47,4,0
8,224,21856,7,275,405,13,63,3,0
6,194,16119,7,337,408,16,77,4,0
6,193,23006,8,340,297,13,78,4,0
5,194,19337,7,339,516,11,61,3,0
8,220,16478,7,,363,13,82,4,0
10,139,16819,8,361,438,11,35,6,0
8,201,14902,7,,485,17,53,4,0
9,182,17465,7,356,529,15,61,6,0
6,166,30284,9,,352,17,75,4,0
7,220,18086,6,277,407,16,54,4,0
9,165,20260,8,305,409,10,85,4,0
9,203,23087,6,298,373,16,79,3,0
10,183,19945,7,,344,20,86,5,0
8,200,17583,7,297,378,10,67,5,0
8,203,26730,8,324,368,17,,5,0
8,215,29461,8,,514,16,90,4,0
10,163,18869,7,344,586,19,74,4,0
4,216,40175,7,310,399,11,87,4,0
,210,44983,9,,349,16,,4,0
9,191,14579,7,,499,11,57,3,0
,170,20005,6,,350,11,42,4,0
,223,20992,8,340,332,18,61,5,0
4,234,14081,6,296,382,17,59,5,0
,193,17777,6,,543,11,,4,0
6,227,27852,7,309,414,17,78,3,0
9,200,10453,7,,316,23,45,3,0
,216,20887,7,303,270,15,105,4,0
10,148,18413,7,391,411,15,89,4,0
,205,21829,7,332,339,16,57,3,0
7,180,35264,7,,527,16,82,4,0
9,199,8535,5,321,454,14,74,4,0
8,160,19577,8,344,391,18,54,4,0
7,175,15796,7,,556,14,61,4,0
10,226,9546,6,314,373,15,61,5,0
11,145,16175,7,,553,12,70,2,0
,199,5577,5,341,388,11,51,3,0
7,221,27668,6,,475,11,54,5,0
11,141,23990,8,389,362,15,57,4,0
5,251,30246,7,267,272,15,71,5,0
5,143,25556,7,416,444,7,73,5,0
8,151,29828,8,406,377,19,78,2,0
8,240,17178,6,273,295,11,63,4,0
,185,22290,7,392,409,12,64,3,0
4,200,14721,6,,519,17,77,5,0
2,193,24905,8,384,474,14,56,4,0
10,218,6785,6,333,432,12,46,4,0
8,151,33918,9,406,436,15,,3,0
,234,27197,7,302,491,16,59,3,0
7,194,8127,7,395,312,16,65,4,0
10,201,20044,7,304,336,17,71,3,0
2,216,23039,7,344,341,11,79,4,0
7,184,33123,7,322,345,15,69,4,0
7,178,39995,9,337,394,14,75,4,0
6,213,15018,6,319,279,13,75,5,0
6,179,25668,9,341,459,14,,6,0
7,218,13477,6,,302,11,62,5,0
6,180,34699,9,338,504,16,60,5,0
,209,16430,6,311,365,18,107,4,0
7,193,19343,8,307,427,13,112,4,0
6,187,30847,7,339,324,13,72,4,0
9,164,14881,7,351,444,17,58,4,0
9,166,11319,7,373,420,13,73,4,0
,157,23084,7,335,378,19,82,6,0
3,216,42311,8,,352,14,53,3,0
11,187,12355,7,322,504,16,77,5,0
6,205,19905,7,284,472,18,64,4,0
,192,25460,8,,466,17,58,4,0
9,212,14169,6,,489,13,60,5,0
7,195,34278,8,,417,13,48,4,0
8,231,21777,7,,395,15,93,4,0
7,186,27960,7,350,414,20,36,3,0
5,179,22291,7,407,371,18,87,4,0
5,177,27972,8,414,440,14,73,3,0
5,227,17606,6,359,489,11,,4,1
8,225,12833,6,328,412,17,73,4,1
7,235,24456,6,335,338,10,77,5,1
7,160,16130,8,328,479,13,44,4,1
7,191,6193,8,,425,21,98,4,1
,258,25498,5,341,426,19,67,4,1
,233,8729,6,,401,9,70,3,1
8,234,16780,6,324,520,18,60,5,1
6,184,17978,7,,335,8,59,3,1
7,156,30610,8,337,426,15,80,5,1
,216,10172,7,,378,13,83,4,1
5,216,9888,7,380,527,14,52,3,1
6,250,22057,5,375,334,14,97,4,1
8,154,50794,8,306,423,14,65,4,1
7,233,15338,6,,438,18,82,3,1
7,186,34558,7,361,304,10,50,5,1
4,207,34356,7,374,530,13,45,4,1
8,161,15904,8,300,480,15,71,4,1
7,198,27198,8,305,300,15,67,5,1
7,187,16700,6,379,405,15,62,4,1
,241,20006,5,380,327,13,83,3,1
9,189,13208,7,335,400,11,44,4,1
8,163,34989,8,317,404,8,68,4,1
,243,29298,6,340,463,5,,4,1
7,217,25173,7,331,620,19,82,3,1
11,126,38605,9,,674,10,52,5,1
6,187,23073,8,327,234,10,61,5,1
,215,22039,6,294,332,18,46,4,1
7,184,9259,8,345,321,12,56,4,1
8,184,20316,7,322,296,14,62,4,1
6,130,9735,10,320,399,11,43,4,1
8,133,10816,10,315,480,15,73,4,1
6,224,1352,6,381,620,15,62,4,1
7,241,56321,5,,416,12,71,5,1
5,231,6676,6,389,466,15,78,4,1
8,161,29001,7,,439,13,67,3,1
,139,33785,10,275,499,14,70,5,1
8,185,6109,7,345,284,19,86,4,1
9,177,12171,7,321,395,12,66,4,1
8,184,21617,7,305,413,14,72,3,1
6,241,18322,6,351,492,9,45,4,1
8,187,19642,8,,370,12,55,5,1
8,154,41211,8,294,354,11,67,3,1
9,170,23839,8,,479,15,64,3,1
6,236,1199,6,374,436,11,100,4,1
9,222,53736,7,254,383,13,102,5,1
8,164,24409,8,,430,19,63,4,1
9,151,26503,8,294,542,14,40,4,1
9,158,15106,8,316,425,16,108,4,1
7,150,28837,9,,531,10,58,2,1
6,226,12146,6,366,503,16,73,3,1
6,229,11602,6,,415,12,88,4,1
6,142,24384,10,320,512,24,77,4,1
7,220,16471,6,339,493,16,71,3,1
7,175,14206,8,338,322,18,58,4,1
7,193,32251,6,337,573,18,57,4,1
8,203,44540,6,338,459,13,74,4,1
7,198,34676,6,360,431,12,,4,1
7,186,31152,8,327,399,19,81,3,1
9,125,32080,10,264,342,13,54,5,1
7,180,34452,8,304,430,8,67,3,1
5,220,20968,7,355,312,14,58,4,1
10,95,16599,9,311,536,12,67,4,1
8,119,7748,9,,579,13,73,4,1
7,192,10221,7,380,421,12,65,3,1
7,197,16863,7,,505,17,46,3,1
7,213,32752,6,,491,13,58,5,1
8,152,14403,9,303,323,14,114,4,1
6,235,16664,6,348,438,10,,3,1
8,111,24814,9,,480,14,78,3,1
,185,14876,7,367,436,20,75,2,1
9,174,28311,8,,532,13,38,4,1
7,211,35018,6,,550,8,28,4,1
9,193,50167,6,,365,14,99,4,1
7,133,21945,9,341,536,16,92,4,1
5,223,22958,7,350,477,13,78,5,1
6,188,8407,8,359,449,13,53,3,1
6,224,15230,6,367,650,10,72,3,1
7,186,30927,8,,476,15,73,6,1
7,163,24312,9,308,491,16,103,4,1
5,273,2835,6,,348,15,67,6,1
8,187,32000,8,316,474,12,43,4,1
,209,27031,6,350,408,11,82,4,1
9,154,19970,8,313,521,15,74,3,1
6,208,38919,7,360,428,19,61,3,1
9,198,40844,6,311,326,13,66,4,1
9,120,22203,9,285,372,15,64,4,1
8,125,23931,9,318,398,15,63,4,1
7,228,7705,6,364,254,13,65,3,1
5,231,15517,7,,385,17,64,5,1
9,128,39567,9,282,487,10,66,5,1
6,192,22857,8,343,439,15,50,4,1
5,222,15668,8,320,418,16,84,4,1
8,196,35254,7,315,283,12,46,3,1
7,219,27549,6,341,531,19,69,3,1
6,175,12045,8,348,381,13,65,4,1
,257,28149,6,336,552,14,68,3,1
6,264,19911,5,367,436,13,51,5,1
6,272,43680,4,367,451,16,61,4,1
6,216,14826,7,355,330,10,41,3,1
,98,28416,11,297,505,13,85,4,1
6,288,3641,4,392,447,6,49,3,1
6,210,31974,7,321,289,11,,4,1
6,193,16206,7,,528,21,75,4,1
4,304,33219,4,,494,13,72,5,1
5,241,24168,6,,398,6,62,3,1
8,219,18112,6,,377,18,60,4,1
,198,31082,7,,518,12,85,3,1
8,132,21038,8,345,361,11,65,3,1
8,211,51732,6,,533,15,84,4,1
8,200,32001,8,291,584,17,39,3,1
7,208,22097,6,355,354,10,67,4,1
,203,10643,7,,385,16,73,3,1
9,115,23515,9,333,319,17,53,3,1
,226,28194,6,366,418,17,104,4,1
6,199,13742,7,338,424,12,58,3,1
10,137,32872,8,277,416,19,60,5,1
7,191,19469,6,381,456,6,84,4,1
6,196,11357,8,348,300,18,45,5,1
5,256,48008,6,,590,17,45,4,1
10,227,22690,5,314,395,17,75,4,1
9,169,27056,7,,499,10,50,3,1
10,170,15835,7,302,389,14,72,3,1
6,206,23407,8,,380,15,69,4,1
7,242,9094,6,339,361,15,45,2,1
6,241,25722,5,386,463,14,61,4,1
6,241,8811,6,369,368,17,48,5,1
6,277,17711,3,400,457,18,72,4,1
,189,24711,7,,556,17,56,4,1
11,173,28912,7,277,286,18,55,4,1
9,186,31548,7,,342,18,62,5,1
6,212,18578,7,341,357,8,82,5,1
11,199,29614,6,305,383,15,48,4,1
7,148,42059,8,325,545,17,63,4,1
5,235,11142,6,370,370,13,46,3,1
5,259,13400,5,,329,17,56,3,1
7,190,22562,8,294,414,13,63,5,1
9,132,17434,8,340,399,17,54,5,1
6,225,5100,7,336,325,11,36,4,1
8,161,39185,8,312,503,13,62,4,1
7,272,18989,5,337,308,20,75,5,1
7,181,9773,8,,401,13,61,5,1
9,181,16541,7,309,488,13,,4,1
,135,9000,9,,428,9,75,4,1
4,244,24857,7,367,442,13,59,5,1
8,199,28474,6,319,500,15,35,5,1
7,261,24793,6,332,608,15,52,4,1
6,239,20527,6,341,404,19,64,4,1
8,203,27702,6,329,445,14,63,3,1
8,169,14623,8,,465,11,38,5,1
9,215,15921,6,313,390,10,55,5,1
7,207,17247,8,305,329,16,29,3,1
11,95,37189,9,259,440,16,42,4,1
6,187,26139,8,346,416,12,60,4,1
5,194,47581,7,360,526,14,67,4,1
8,194,17330,8,,392,20,,3,1
9,176,33156,7,,432,11,70,3,1
5,231,11984,6,,403,11,77,5,1
8,195,17404,8,,327,16,79,2,1
